provincia,departamento,sector,ambito,Localizacion,ElectricidadSi,ElectricidadRedpública,ElectricidadGrupoelectrógeno,ElectricidadPanelfotovoltaicosolar,ElectricidadGeneradoreólico,ElectricidadGeneradorhidráulico,ElectricidadOtro,EquipamientoEstablecimientoTelevisor,EquipamientoEstablecimientoSistemamultimediaoCañón,EquipamientoEstablecimientoScanner,EquipamientoEstablecimientoWebcam,EquipamientoEstablecimientoReproductordeCD,EquipamientoEstablecimientoReproductordeDVD,EquipamientoEstablecimientoImpresora,EquipamientoEstablecimientoEquipoemisorderadioAMFM,EquipamientoEstablecimientoEquiporeceptorderadioAMFM,EquipamientoEstablecimientoServidorparausoescolar,EquipamientoEstablecimientoImpresora3D,EquipamientoEstablecimientoEquipodeSonido,EquipamientoEstablecimientoPizarrasdigitales,EquipamientoBibliotecaTelevisor,EquipamientoBibliotecaSistemamultimediaoCañón,EquipamientoBibliotecaScanner,EquipamientoBibliotecaEquipamientoBibliotecaWebcam,EquipamientoBibliotecaReproductordeCD,EquipamientoBibliotecaReproductordeDVD,EquipamientoBibliotecaImpresora,EquipamientoBibliotecaEquipoemisorderadioAMFM,EquipamientoBibliotecaEquiporeceptorderadioAMFM,EquipamientoBibliotecaServidorparausoescolar,InternetTipodeservicioGratuito,InternetTipodeservicioPago,InternetTipodeconexiónTelefónica,InternetTipodeconexiónADSL,InternetTipodeconexiónCableMódem,InternetTipodeconexiónSatelital,InternetTipodeconexiónOtroTipo,InternetTipodeconexiónMóvil,EspaciosconconexiónEneláreadeadministración,EspaciosconconexiónEnlasaulas,EspaciosconconexiónEnlabibliotecas,EspaciosconconexiónEnotroespaciodelestablecimiento,EspaciosconconexiónEnellaboratorio,CooperadoraConpersoneríajurídica,CooperadoraSinpersoneríajurídica,CooperadoraNo,SistemadeGestiónEscolarSi,SistemadeGestiónEscolarProvistoporelMinisterio,SistemadeGestiónEscolarDesarrolladoporterceros,SistemadeGestiónEscolarEncargadoporelEstablecimiento,SistemadeGestiónEscolarPlanilladeCalculo,DisponedesalaolaboratoriodeinformáticaSi,LaboratorioFuncionaesespacioexclusivoSi,BibliotecaDisponedealmenosunaSi,BibliotecaFuncionaesespacioexclusivoSi,SubvenciónEstatalJardínMaternalSi,SubvenciónEstatalJardíndeInfantesSi,SubvenciónEstatalPrimariaSi,SubvenciónEstatalSecundariaSi,SubvenciónEstatalSNUSi
Corrientes,MBURUCUYA,Estatal,Rural,18,18,18,,,,,,6,13,4,4,6,6,10,6,,1,1,4,2,,4,1,1,2,1,2,1,,,,1,1,,,,,,1,,,,,1,4,13,4,3,1,,,4,,14,2,,,,,
Corrientes,MBURUCUYA,Estatal,Urbano,10,10,10,,,,,,5,7,5,2,6,5,8,6,,,2,6,,3,3,1,,2,1,1,1,,,5,1,,,4,3,,,6,3,2,1,2,1,4,5,5,5,,,,6,2,7,2,,,,,
Corrientes,MERCEDES,Estatal,Rural,29,29,27,3,,,,,17,23,12,7,16,12,23,7,,2,1,11,3,4,4,1,,3,2,3,,,,22,5,,,4,16,7,1,22,21,6,11,4,1,13,15,10,10,,,,9,3,24,11,,,,,
Corrientes,MERCEDES,Estatal,Urbano,35,35,35,,,,,,28,27,19,9,18,16,34,22,,6,4,27,3,13,5,3,3,8,7,5,4,,3,28,5,5,2,18,2,4,6,25,29,12,12,13,4,19,12,19,18,,,1,17,14,21,16,,,,,
Corrientes,MERCEDES,Privado,Urbano,4,4,4,,,,,,4,4,4,2,3,2,4,3,,1,,4,,1,1,1,1,2,2,2,1,,1,,4,2,1,3,1,,1,4,4,3,2,4,,2,2,3,3,,,,3,2,4,2,,2,2,3,
Corrientes,MONTE CASEROS,Estatal,Rural,35,35,34,,,,,1,20,30,16,9,19,16,26,20,,8,4,23,10,5,11,4,2,6,5,4,6,,,32,1,,,13,11,6,3,16,17,5,19,6,1,24,10,16,16,,,,15,4,26,5,,,,,
Corrientes,MONTE CASEROS,Estatal,Urbano,26,26,26,1,,,,,20,22,13,5,17,15,21,13,,10,5,25,8,9,2,2,1,8,8,4,5,,2,20,5,3,2,10,8,3,2,21,15,11,7,14,3,19,4,14,12,1,,1,17,14,24,15,,,,,
Corrientes,PASO DE LOS LIBRES,Estatal,Rural,26,25,24,1,2,,,,12,20,13,8,14,6,20,9,,2,,15,8,5,6,4,3,5,1,4,,,,18,2,1,1,9,10,2,2,13,13,3,6,5,,10,16,14,13,,,1,8,3,21,4,,,,,
Corrientes,PASO DE LOS LIBRES,Estatal,Urbano,27,27,27,,,,,,18,23,16,7,17,13,24,15,,5,3,23,7,6,8,3,1,5,5,7,3,,2,20,5,3,5,11,6,,5,23,14,8,10,9,1,12,14,18,16,2,,,14,13,20,16,,,,,
Corrientes,PASO DE LOS LIBRES,Privado,Urbano,9,9,9,1,,,,,7,7,8,5,6,6,9,9,,3,1,9,1,2,1,3,2,1,2,4,2,,1,,8,4,3,3,,,,8,6,3,4,2,,,9,4,3,,1,,5,3,6,2,,3,3,2,
Corrientes,SALADAS,Estatal,Rural,39,39,38,,1,,,,18,25,13,5,15,15,23,13,,2,,24,11,8,8,4,2,7,6,8,5,,,17,,1,,2,5,4,5,13,10,6,12,6,,15,24,6,6,,,,8,3,26,7,,,,,
Corrientes,SALADAS,Estatal,Urbano,16,16,16,1,,,,,13,10,6,4,9,5,12,6,,2,3,12,8,1,1,1,1,1,1,1,1,,,14,1,2,2,4,2,2,8,11,10,4,6,6,1,13,2,12,12,,,,13,12,13,10,,,,,
Corrientes,SAN COSME,Estatal,Rural,28,28,27,,1,,,,16,16,10,5,8,11,19,13,,1,,18,6,3,5,3,2,1,2,6,3,,,14,1,,,3,11,,1,10,11,7,5,7,,19,9,7,6,,,1,7,5,23,7,,,,,
Corrientes,SAN COSME,Estatal,Urbano,18,18,18,,,,,,10,10,6,2,7,7,10,9,,,,9,2,6,4,2,1,3,2,4,2,,,8,5,,,5,5,2,1,8,5,3,2,3,1,5,12,2,2,,,,6,3,13,8,,,,,
Corrientes,SAN LUIS DEL PALMAR,Estatal,Rural,48,47,37,1,8,,,1,19,22,12,5,10,9,33,8,,4,1,22,11,1,1,,,2,1,3,1,,,22,1,,2,1,17,3,,17,18,5,11,2,1,7,40,13,13,,,,4,2,29,9,,,,,
Corrientes,SAN LUIS DEL PALMAR,Estatal,Urbano,10,10,10,,,,,,8,10,5,5,4,4,7,5,,1,3,9,2,3,3,1,1,2,1,1,,,,7,1,,1,2,1,2,2,8,5,4,5,3,2,4,4,5,5,,,,6,4,7,5,,,,,
Corrientes,SAN MARTIN,Estatal,Rural,34,28,23,,5,,,,11,16,7,2,10,6,19,7,,1,2,13,6,3,4,1,,4,2,4,2,,,10,4,1,1,3,6,4,,10,9,1,4,1,,8,26,13,12,,,1,3,2,25,10,,,,,
Corrientes,SAN MARTIN,Estatal,Urbano,9,9,9,,,,,,6,9,2,2,5,4,7,6,,1,1,7,2,2,2,,,1,1,,,,,8,,,,5,1,1,2,8,7,4,2,4,1,4,4,6,6,,,,4,3,7,2,,,,,
Corrientes,SAN MIGUEL,Estatal,Rural,21,21,21,,1,,,,10,18,7,6,5,5,15,6,,2,2,14,6,2,2,1,1,1,1,2,2,,,7,1,,1,3,2,2,,7,6,2,2,2,,12,9,4,3,,,1,4,3,10,4,,,,,
Corrientes,SAN MIGUEL,Estatal,Urbano,8,8,8,,,,,,3,6,3,5,1,3,6,2,,1,2,6,3,1,1,,,,1,,,,1,5,,,,3,,2,2,5,3,2,3,2,,6,2,4,4,,,,2,2,3,2,,,,,
Corrientes,SAN ROQUE,Estatal,Rural,30,30,27,,2,,,1,16,24,14,8,14,11,24,10,,3,2,17,10,5,3,2,2,5,4,6,3,,,23,1,,1,1,17,4,2,18,15,5,14,7,,17,13,16,16,,,,8,5,27,14,,,,,
Corrientes,SAN ROQUE,Estatal,Urbano,16,16,16,,,,,,12,12,6,7,10,8,13,8,,1,3,12,6,5,5,3,3,5,3,3,2,,,2,10,,2,7,1,,3,10,6,3,5,3,2,10,4,7,7,,,,7,5,13,5,,,,,
Corrientes,SANTO TOME,Estatal,Rural,28,28,28,,,,,,18,23,7,8,9,14,26,12,,4,,17,6,11,13,4,4,5,8,14,9,,,19,1,1,2,6,10,,3,16,14,5,6,4,1,5,22,9,8,,,1,12,3,25,8,,,,,
Corrientes,SANTO TOME,Estatal,Urbano,44,42,42,,,,,,26,34,18,10,21,14,36,23,,12,6,34,22,9,7,3,2,6,5,8,5,,6,29,7,8,8,19,4,4,5,32,18,10,8,13,5,16,23,26,25,,,1,24,18,39,21,,,,,
Corrientes,SANTO TOME,Privado,Urbano,14,14,14,2,,,,,11,12,7,7,7,7,14,8,,3,,14,,2,3,,4,3,1,6,5,,,,14,8,3,3,2,,4,14,8,7,6,10,1,,13,8,5,,3,,11,9,14,8,,8,7,6,3
Corrientes,SAUCE,Estatal,Rural,23,21,21,,,,,,7,12,8,6,12,5,12,7,,2,,17,7,2,3,2,3,3,2,3,1,,,18,2,,,6,9,4,5,7,16,4,7,4,,13,10,3,3,,,,4,,13,4,,,,,
Corrientes,SAUCE,Estatal,Urbano,10,10,10,,,,,,6,9,3,1,5,4,7,8,,2,1,8,7,3,,,,2,2,,3,,,7,2,,1,6,3,,1,5,7,3,4,4,,9,1,2,1,,,1,4,3,10,4,,,,,
Entre Ríos,COLON,Estatal,Rural,34,34,34,,,,,,23,32,18,9,22,14,30,21,,2,1,25,16,3,7,4,1,5,1,5,6,,,11,9,2,2,8,7,2,2,19,12,5,6,3,4,26,4,20,19,,,1,14,2,22,4,,,,,
Entre Ríos,COLON,Estatal,Urbano,42,42,42,1,,,,,33,39,25,5,32,27,41,24,,9,3,40,16,13,15,5,2,14,13,10,6,,2,17,20,9,3,20,3,7,5,35,25,15,8,9,10,20,12,35,35,,,,20,8,31,19,,,,,
Entre Ríos,COLON,Privado,Urbano,10,10,10,,,,,,9,10,7,,10,9,10,9,,1,,10,,5,2,1,,5,4,4,4,,,,10,7,2,6,1,1,,10,8,3,5,4,2,,8,10,9,1,,,4,3,7,5,2,6,3,4,
Entre Ríos,CONCORDIA,Estatal,Rural,41,41,41,,,,,,33,34,19,6,29,22,36,26,,19,1,31,12,11,14,7,2,11,9,12,6,,6,5,15,,1,11,5,3,,19,6,7,6,5,1,18,22,26,23,,,3,16,2,29,12,,,,,
Entre Ríos,CONCORDIA,Estatal,Urbano,96,96,96,,,,,,77,76,46,15,68,48,82,62,,31,5,83,36,42,28,9,4,25,26,19,19,,11,34,43,25,7,34,8,11,8,73,37,42,37,20,19,27,50,77,75,,1,1,42,25,81,54,,,,,
Entre Ríos,CONCORDIA,Privado,Urbano,47,47,47,,,,,,41,40,30,21,37,36,42,32,,10,3,43,5,9,10,2,4,9,7,7,4,,,3,43,20,15,26,8,4,5,46,37,23,30,23,1,,46,35,29,3,1,2,20,15,32,18,,15,20,14,3
Entre Ríos,DIAMANTE,Estatal,Rural,45,45,44,,,,,1,30,40,18,11,26,26,42,27,,6,,32,17,8,9,3,3,7,7,9,4,,1,11,15,,1,10,14,2,,16,16,4,7,2,9,18,18,34,33,1,,,11,3,27,4,,,,,
Entre Ríos,DIAMANTE,Estatal,Urbano,34,34,34,,,,,,23,29,22,4,26,19,28,14,,9,2,29,9,10,8,3,1,7,7,7,4,,6,11,15,9,2,13,,4,8,25,12,10,8,7,3,13,18,20,19,1,,,16,5,26,15,,,,,
Entre Ríos,DIAMANTE,Privado,Rural,4,4,4,,,,,,4,3,3,,4,4,4,4,,,,3,,2,2,2,,2,2,2,2,,,1,2,,,1,2,,,2,1,,,,1,,3,3,3,,,,1,1,3,2,,2,3,1,
Entre Ríos,DIAMANTE,Privado,Urbano,14,14,14,1,,,,,12,14,11,8,14,13,13,6,,4,1,13,,5,5,3,,6,5,2,2,,,,14,4,1,3,3,5,,14,13,9,13,9,,2,12,10,5,3,2,,8,7,12,9,,4,5,5,2
Entre Ríos,Enmascarado,Privado,Rural,8,8,8,1,,,,,4,4,3,2,5,4,5,5,,,,5,,1,1,1,1,2,1,1,2,,,1,5,1,1,1,1,,2,5,4,1,3,1,1,1,6,4,4,,,,2,1,6,2,,4,4,2,
Entre Ríos,Enmascarado,Privado,Urbano,13,13,13,,,,,,8,12,9,4,10,7,10,9,,,,11,2,4,4,3,2,6,3,3,5,,,,13,1,3,6,3,1,,13,5,8,9,2,1,1,11,7,7,,,,1,1,11,7,2,8,7,3,2
Entre Ríos,FEDERACION,Estatal,Rural,55,55,52,,,,1,3,46,43,28,6,34,32,53,38,,5,,40,12,14,13,4,3,14,12,14,12,,1,12,16,2,1,4,14,8,1,23,16,6,11,3,14,28,13,31,31,,,,16,4,42,12,,,,,
Entre Ríos,FEDERACION,Estatal,Urbano,41,41,41,,,,,,30,31,20,10,21,19,36,19,,7,3,37,10,16,10,3,2,8,12,6,5,,5,22,12,4,1,19,6,3,3,33,17,16,13,10,14,15,12,34,33,1,,,20,9,28,20,,,,,
Entre Ríos,FEDERACION,Privado,Urbano,15,15,15,,,,,,15,14,14,5,13,14,15,12,,5,,15,1,9,8,3,1,10,9,4,9,,3,5,10,4,1,10,3,2,,15,11,11,9,5,2,2,11,14,13,1,,,7,5,13,11,,8,8,6,1
Entre Ríos,FEDERAL,Estatal,Rural,47,47,46,,,,1,,27,36,16,5,17,21,40,22,,3,,24,17,6,11,8,3,4,5,10,6,,,2,5,1,,1,3,1,2,6,2,3,,2,2,5,40,20,19,1,,,12,2,26,4,,,,,
Entre Ríos,FEDERAL,Estatal,Urbano,24,24,24,,,,,,17,20,16,1,17,14,22,13,,,1,18,7,9,10,4,1,10,7,11,5,,,,15,2,1,5,6,2,,15,2,9,5,7,4,4,16,13,12,1,,,11,7,19,11,,,,,
Entre Ríos,FELICIANO,Estatal,Rural,25,25,25,,,,,,17,20,12,3,10,13,18,12,,1,,12,5,5,4,3,1,4,3,4,2,,,4,5,1,,3,6,1,1,9,7,3,2,1,,7,18,14,12,2,,,10,1,16,4,,,,,
Entre Ríos,FELICIANO,Estatal,Urbano,12,12,12,,,,,,11,10,6,3,7,5,12,9,,3,2,9,4,6,2,,1,,3,5,3,,1,,11,,3,3,3,2,1,11,6,2,4,1,4,1,7,9,9,,,,4,1,10,5,,,,,
Entre Ríos,GUALEGUAY,Estatal,Rural,40,40,39,,1,,,,19,27,16,3,13,10,34,13,,6,2,27,9,1,5,3,1,1,2,7,,,,7,19,2,,3,16,3,4,11,20,,3,1,7,6,27,16,16,,,,8,1,22,4,,,,,
Entre Ríos,GUALEGUAY,Estatal,Urbano,36,36,36,,,,,,29,31,23,9,22,23,33,18,,5,,29,13,16,14,5,2,9,11,10,7,,2,15,16,7,5,17,3,5,4,31,17,17,11,10,10,8,18,24,24,,,,18,11,29,26,,,,,
Entre Ríos,GUALEGUAY,Privado,Urbano,9,9,9,,,,,,6,8,6,6,6,5,8,4,,,,7,2,1,3,1,1,2,2,2,1,,,1,8,2,2,5,,,3,9,7,6,7,2,,,9,9,9,,,,2,2,6,5,,3,4,3,2
Entre Ríos,GUALEGUAYCHU,Estatal,Rural,75,75,75,1,,,,,34,62,30,12,27,17,70,33,,6,1,45,14,4,14,5,2,5,2,13,6,,1,17,15,,1,7,17,4,5,20,26,7,11,5,4,26,45,38,34,2,,2,27,6,48,12,,,,,
Entre Ríos,GUALEGUAYCHU,Estatal,Urbano,57,57,57,,,,,,47,54,31,10,33,32,54,27,,15,5,49,14,24,19,2,2,13,17,7,5,,4,20,29,10,9,26,4,7,5,49,27,29,21,17,15,23,19,44,43,,,1,20,11,48,31,,,,,
Entre Ríos,GUALEGUAYCHU,Privado,Urbano,45,45,45,,1,,,,35,40,30,16,32,28,42,27,,3,,41,8,13,14,2,4,10,10,5,7,,1,2,42,11,6,31,5,1,3,44,34,24,23,7,2,2,41,34,29,2,3,,9,7,31,23,2,18,14,16,5
Entre Ríos,ISLAS DEL IBICUY,Estatal,Rural,32,32,30,2,,,,,22,25,9,1,20,19,29,14,,2,1,26,1,10,8,2,,7,9,6,3,,1,8,7,1,1,5,7,2,,13,2,4,4,2,5,8,19,18,18,,,,9,3,24,13,,,,,
Entre Ríos,ISLAS DEL IBICUY,Estatal,Urbano,5,5,5,,,,,,5,4,4,,4,2,5,1,,,1,5,1,2,,,,2,1,,,,,,5,,1,3,,1,,5,1,1,,1,2,1,2,4,3,1,,,1,,4,1,,,,,
Entre Ríos,LA PAZ,Estatal,Rural,84,84,83,1,,,,1,52,61,31,10,34,38,68,40,,5,2,55,18,12,14,3,2,9,8,10,7,,1,9,19,1,,10,14,5,1,23,13,2,11,4,6,22,56,35,32,2,,1,23,1,43,8,,,,,
Entre Ríos,LA PAZ,Estatal,Urbano,39,39,39,,,,,,28,29,22,9,17,17,30,17,,3,2,26,8,13,8,2,1,7,9,5,6,,,16,14,9,4,14,4,1,1,28,13,13,9,7,6,9,24,26,24,1,,1,16,8,29,22,,,,,
Entre Ríos,LA PAZ,Privado,Urbano,18,18,18,,,,,,13,15,13,5,10,7,17,6,,,1,16,,6,3,,1,2,2,3,,,,,18,9,2,7,2,1,,18,10,9,10,1,,1,17,14,10,3,,1,2,2,14,11,,7,8,8,2
Entre Ríos,NOGOYA,Estatal,Rural,89,89,83,,,,1,7,56,57,32,12,48,35,78,48,,7,4,43,25,9,13,4,2,12,7,16,6,,1,64,17,6,6,18,41,12,7,34,72,13,20,6,11,34,44,30,29,1,,,33,5,55,12,,,,,
Entre Ríos,NOGOYA,Estatal,Urbano,22,22,22,,,,,,17,17,11,7,14,12,20,14,,,1,18,9,8,7,2,2,7,7,6,2,,,14,4,8,2,10,2,2,2,16,15,10,4,8,7,5,10,13,12,,,1,12,8,18,13,,,,,
Entre Ríos,NOGOYA,Privado,Urbano,15,15,15,,,,,,14,11,10,5,11,9,15,11,,2,,15,,8,5,5,2,7,5,6,5,,,1,14,4,3,9,1,,,15,7,7,7,8,4,,11,12,10,1,1,,10,8,11,9,2,6,4,5,2
Entre Ríos,PARANA,Estatal,Rural,98,97,97,,,,,,60,85,40,15,51,40,88,54,,20,2,63,23,15,32,10,7,17,12,22,19,,4,31,35,4,2,14,32,11,6,45,47,21,21,9,11,55,32,57,55,2,,,31,9,70,25,,,,,
Entre Ríos,PARANA,Estatal,Urbano,197,197,197,,1,,,,156,155,94,32,129,108,162,88,,46,13,153,58,80,57,8,4,56,52,31,28,,20,75,74,39,16,69,30,25,12,140,85,75,60,61,30,80,87,139,130,4,2,3,101,55,157,97,,,,,
Entre Ríos,PARANA,Privado,Rural,4,4,4,,,,,,3,3,2,2,4,4,4,4,,3,,4,,,,,,1,1,,,,,,4,1,,2,2,1,,4,3,2,2,,,1,3,2,1,1,,,1,,4,3,,3,3,1,
Entre Ríos,PARANA,Privado,Urbano,142,142,142,1,,,,,110,126,97,67,108,94,138,80,,26,6,133,7,44,40,14,14,42,37,34,30,,11,3,137,38,16,91,10,6,12,140,95,78,93,82,5,10,127,111,90,8,11,2,87,67,110,81,6,48,51,41,11
Entre Ríos,SAN SALVADOR,Estatal,Rural,16,16,16,,,,,,12,14,9,1,8,12,15,4,,5,,9,4,3,4,2,,3,3,3,,,1,2,4,,,3,2,,1,4,2,2,,,5,8,3,8,8,,,,3,,13,2,,,,,
Entre Ríos,SAN SALVADOR,Estatal,Urbano,13,13,13,,,,,,8,10,8,1,7,4,9,9,,3,1,9,2,5,4,3,1,3,3,4,4,,2,1,10,1,,5,3,2,2,10,7,6,6,4,2,2,9,9,9,,,,5,4,9,7,,,,,
Entre Ríos,TALA,Estatal,Rural,33,33,33,,,,,,21,19,6,3,16,15,29,22,,4,,18,10,6,5,2,2,6,4,8,5,,,2,4,,1,1,3,2,,5,4,2,2,2,5,6,22,11,11,,,,9,,20,2,,,,,
Entre Ríos,TALA,Estatal,Urbano,27,27,27,,,,,,22,24,15,7,22,21,25,22,,5,1,23,7,9,9,6,3,7,6,6,6,,,4,18,4,3,6,6,4,1,20,10,11,5,5,4,9,14,18,16,1,,1,11,5,20,10,,,,,
Entre Ríos,TALA,Privado,Urbano,6,6,6,,,,,,6,6,2,1,3,2,6,4,,2,,5,,2,,,,1,,1,1,,,,6,1,1,2,1,,4,6,2,4,4,2,1,,5,4,3,1,,,3,2,5,4,,3,3,2,1
Entre Ríos,URUGUAY,Estatal,Rural,72,72,71,1,,,,1,38,60,33,14,35,25,63,31,,4,2,49,19,10,15,5,3,9,3,11,10,,1,14,25,3,4,8,14,7,5,33,23,11,13,7,9,44,19,30,30,,,,18,6,41,15,,,,,
Entre Ríos,URUGUAY,Estatal,Urbano,57,57,57,,,,,,43,49,27,10,46,38,52,28,,6,6,51,19,21,20,7,5,17,21,16,9,,3,17,34,23,13,18,2,8,1,49,23,22,14,15,11,30,16,43,41,1,,1,29,17,48,29,,,,,
Entre Ríos,URUGUAY,Privado,Rural,5,5,5,,,,,,3,3,4,1,4,3,5,3,,,,4,,,,1,1,3,2,2,1,,,,4,,,4,,,,4,1,3,2,1,,1,4,4,3,1,,,2,2,5,4,,2,3,2,
Entre Ríos,URUGUAY,Privado,Urbano,25,25,25,,,,,,21,22,19,15,20,16,24,17,,3,,23,,7,6,4,3,9,7,4,7,,2,,24,6,9,11,2,2,2,24,18,16,14,13,1,,24,22,21,,1,,15,13,22,15,1,12,10,10,2
Entre Ríos,VICTORIA,Estatal,Rural,51,49,29,11,17,,,2,41,39,16,10,31,26,41,30,,6,3,30,24,5,10,3,1,4,3,9,5,,1,3,2,,,3,2,,1,5,1,,1,1,1,10,40,14,14,,,,9,,21,,,,,,
Entre Ríos,VICTORIA,Estatal,Urbano,30,30,30,,,,,,30,21,11,5,20,18,23,19,,2,1,25,8,7,5,2,1,8,8,7,8,,,8,11,11,4,5,1,4,1,19,12,7,5,4,7,2,21,20,20,,,,7,6,23,17,,,,,
Entre Ríos,VICTORIA,Privado,Urbano,8,8,8,,,,,,7,7,3,3,7,6,8,5,,,,7,1,2,1,1,,2,3,5,2,,,,8,5,1,3,,1,,8,2,5,5,4,,,8,7,6,1,,,5,4,5,5,,3,3,3,2
Entre Ríos,VILLAGUAY,Estatal,Rural,93,93,90,,,,1,2,58,64,27,14,44,42,80,35,,4,3,41,24,13,11,3,2,8,8,11,6,,,2,20,1,,7,5,7,3,16,10,3,4,,16,23,54,27,24,1,2,,17,1,47,11,,,,,
Entre Ríos,VILLAGUAY,Estatal,Urbano,32,32,30,,,,,2,18,25,13,3,21,11,21,17,,1,2,20,10,12,12,1,1,8,7,5,9,,1,7,13,7,,10,7,1,3,20,9,11,6,5,6,10,16,19,19,,,,11,6,20,14,,,,,
Entre Ríos,VILLAGUAY,Privado,Urbano,8,8,8,,,,,,6,4,3,2,7,7,8,6,,2,,8,,3,3,2,2,3,4,3,2,,1,,8,4,,1,,3,1,8,4,3,3,3,,,8,4,3,,,1,2,2,4,3,,3,3,4,1
Formosa,BERMEJO,Estatal,Rural,115,88,78,10,,,,,25,18,7,7,8,12,34,5,,9,,27,13,5,2,1,1,1,2,5,,,,61,,,,2,31,23,6,33,43,9,22,6,17,32,66,73,73,,,,7,1,37,8,,,,,
Formosa,BERMEJO,Estatal,Urbano,8,8,8,,,,,,4,4,2,1,1,1,6,2,,1,,4,1,1,,,,,,1,,,,7,,,,1,6,,,7,5,,,1,2,3,3,6,6,,,,4,3,5,3,,,,,
Formosa,Enmascarado,Privado,Rural,4,4,4,,,,,,4,3,2,1,1,1,4,1,,1,,4,1,,,,,,,,,,,2,2,1,,1,1,1,,3,1,1,1,1,2,1,1,2,2,,,,1,1,3,2,,3,2,3,
Formosa,Enmascarado,Privado,Urbano,9,9,9,,,,,,5,4,2,,3,2,6,3,,1,,7,1,,,,,,,,,,,4,4,3,1,2,1,1,2,8,2,1,3,1,1,1,7,4,4,,,,3,3,8,2,1,7,6,4,
Formosa,FORMOSA,Estatal,Rural,37,35,34,1,,,,,26,21,11,4,15,12,18,13,,6,,29,13,10,6,4,2,6,5,3,3,,,29,,1,1,9,14,5,,21,20,9,15,9,9,4,24,31,31,,,,12,8,20,11,,,,,
Formosa,FORMOSA,Estatal,Urbano,162,162,162,1,,,,,101,131,55,29,64,51,119,86,,23,9,141,95,49,50,14,10,27,23,19,30,,11,156,1,15,8,93,46,18,27,145,110,82,83,60,58,6,98,147,146,,,1,73,54,135,102,,,,,
Formosa,FORMOSA,Privado,Urbano,35,35,35,,,,,,29,29,19,18,21,19,31,22,,6,2,33,6,5,4,4,4,5,4,5,6,,1,6,26,12,6,17,1,3,5,32,19,10,16,17,1,,34,15,8,3,3,1,19,17,23,15,,16,9,8,3
Formosa,LAISHI,Estatal,Rural,47,47,46,,,,,1,27,18,5,5,8,10,24,10,,8,,28,10,3,5,,,,,2,2,,1,29,,1,1,4,17,5,2,21,19,4,15,4,20,4,23,31,31,,,,5,2,17,4,,,,,
Formosa,LAISHI,Estatal,Urbano,14,14,14,,,,,,8,11,7,3,5,6,10,5,,1,,10,5,4,4,,,2,3,2,1,,,12,,,,3,7,2,2,11,11,7,9,6,5,1,8,12,12,,,,6,6,11,7,,,,,
Formosa,MATACOS,Estatal,Rural,32,7,,5,3,,,,4,1,1,,2,2,4,,,1,,3,1,,1,1,,,,1,,,,3,,,,,1,2,,2,2,,,,7,7,18,22,22,,,,2,,8,2,,,,,
Formosa,MATACOS,Estatal,Urbano,22,21,21,,,,,,4,8,4,3,3,1,8,4,,3,,12,8,4,2,1,1,1,,3,2,,1,15,,2,,3,9,,2,14,6,3,7,3,9,6,7,19,19,,,,8,6,11,9,,,,,
Formosa,PATIÑO,Estatal,Rural,222,177,167,11,,,,,72,42,17,16,27,35,76,37,,16,7,90,30,15,10,6,2,6,9,12,5,,5,85,,3,,1,50,23,11,56,58,20,30,15,57,48,117,163,163,,,,28,8,98,27,,,,,
Formosa,PATIÑO,Estatal,Urbano,86,85,85,,,,,,28,45,16,14,18,19,44,24,,3,1,57,33,10,11,4,2,7,7,11,6,,1,68,,,2,10,38,16,3,54,42,27,29,20,38,16,32,79,79,,,,30,18,58,31,,,,,
Formosa,PATIÑO,Privado,Urbano,9,9,9,,,,,,5,2,1,,1,,4,3,,,,4,,1,,,,,,,1,,,5,1,1,,2,3,1,,5,3,3,3,6,1,,8,2,2,,,,5,5,5,5,,7,4,3,1
Formosa,PILAGAS,Estatal,Rural,63,59,59,,,,,,28,19,9,10,13,14,29,24,,4,,30,15,6,4,2,7,7,3,4,8,,,30,,,,1,18,9,4,21,22,5,8,5,25,7,31,51,51,,,,11,4,36,7,,,,,
Formosa,PILAGAS,Estatal,Urbano,18,18,18,,,,,,10,12,2,1,5,5,8,4,,,,15,13,3,3,,,2,2,2,2,,,15,,,,2,11,1,1,14,10,9,7,4,4,3,11,17,17,,,,6,2,14,8,,,,,
Formosa,PILCOMAYO,Estatal,Rural,95,89,88,,1,,,,45,45,18,10,35,21,41,26,,8,,53,23,14,17,5,3,8,4,14,5,,1,29,,,,3,21,5,,20,14,7,10,8,25,6,64,82,82,,,,17,8,61,21,,,,,
Formosa,PILCOMAYO,Estatal,Urbano,65,65,65,,,,,,40,40,12,15,29,21,42,29,,9,3,52,22,12,16,4,6,9,7,7,12,,5,47,8,7,5,13,21,13,1,54,40,22,22,18,20,10,35,57,57,,,,25,13,50,30,,,,,
Formosa,PILCOMAYO,Privado,Urbano,9,9,9,,,,,,7,5,5,3,4,6,6,5,,2,2,6,1,1,1,,,1,1,1,1,,,1,5,2,1,1,,1,1,5,2,1,3,4,,,9,3,3,,,,5,4,2,2,3,7,3,4,2
Formosa,PIRANE,Estatal,Rural,156,148,147,2,,,,,70,46,22,13,26,32,81,46,,14,2,66,31,16,10,3,4,7,8,12,9,,2,89,2,2,2,2,70,7,9,61,69,18,40,6,37,11,108,120,119,,,1,27,4,68,17,,,,,
